,course,url,lat,lon
392,Hollyfields Golf Club,missing,,
393,Sikeston Country Club,missing,36.8860006,-89.5599201
394,Huron Breeze Golf & Country Club,http://www.huronbreeze.com,44.0708711,-83.599127
395,Piqua Country Club,missing,40.180416,-84.21998599999999
396,Miracle Hill Golf & Tennis Center,http://www.miraclehillgolf.com,41.2720279,-96.0998302
397,Hidden Creek Golf Club,http://www.hiddencreekclub.com,39.395134,-74.68623579999999
398,Elkhart Golf Club,missing,31.6323573,-95.54896509999999
399,Equestrian Course at Polo Club,missing,26.4195549,-80.12816889999999
400,Majestic Ridge Golf Club,missing,39.9523172,-77.7098287
401,Oaks Golf Course,missing,37.4199186,-94.7181559
402,Club at Porto Cima Course at Lodge of Four Seasons,missing,38.1719545,-92.6500964
403,Executive White Course at Salt Creek Golf Club,missing,41.98508500000001,-87.9966
404,Cream Ridge Golf Club,http://www.creamridgegolfclub.com,40.1444663,-74.5424321
405,Luana Hills Country Club,http://www.luanahills.com,21.3766453,-157.7633968
406,Cherokee Trails Golf Course,missing,35.8435332,-94.998096
407,Big Run Golf Club,missing,41.640082,-88.0383449
408,Orono Golf Course,missing,44.9755649,-93.5603642
409,Woods   Prairie Course at Pleasant View Golf Club,http://www.golfpleasantview.com,43.0862496,-89.546601
410,Jacksonville Beach Golf Course,missing,30.2819454,-81.4033413
411,St. Ives Course at St. Ives Resort,http://www.stivesgolf.com,43.60967249999999,-85.30474079999999
412,Lexington Golf & Country Club,missing,35.7994218,-80.2495553
413,Quarry Course at Black Diamond Ranch Golf & Country Club,http://www.blackdiamondranch.com,28.906029,-82.48934600000001
414,R.O. Speck Golf Course,missing,47.5184799,-111.2497778
415,Signal Point Club,missing,41.8086705,-86.27184989999999
416,Morningstar Golfers Club,missing,42.903824,-88.2724001
417,South North Course at Farmington Country Club,http://www.farmingtoncc.com,38.0616369,-78.5419503
418,Woods Blue Grass Course at Old Westbury Golf & Country Club,missing,40.8027002,-73.6017251
419,Hawks Nest State Park Golf Course,missing,38.022626,-81.055599
420,Pheasant Country Golf Course,missing,46.86982570000001,-102.9869659
421,Beaver Bear Course at Breckenridge Golf Club,missing,39.5246471,-106.0339496
422,Diplomat Resort Country Club,missing,25.9911396,-80.1308011
423,Woodmoor Country Club,missing,39.106809,-104.840519
424,Yakima Elks Golf & Country Club,missing,46.641485,-120.525913
425,Fitzgerald Country Club,missing,31.6878783,-83.2378867
426,Lakes Cypress Course at Peninsula Golf & Racquet Club,http://www.thepeninsula.com,30.2529823,-87.7712505
427,Thomas Memorial Golf & Country Club,missing,42.5947188,-72.5585392
428,South Course at Westfield Country Club,missing,41.024924,-81.925557
429,North Course at Charleston Springs Golf Course,http://www.monmouthcountyparks.com,40.2201348,-74.36176700000001
430,Duncan Hills Golf Course,missing,39.9476643,-94.8194468
431,Airport National Public Golf Complex,http://www.airportnationalpublicgolf.com,41.8889562,-91.6243511
432,Rubyview Golf Course,missing,40.8538795,-115.761646
433,Inn Golf Course,missing,39.27320640000001,-123.7842438
434,Grande Dunes,http://www.grandedunes.com,33.7700533,-78.8180644
435,Birch Point Golf Club,missing,44.3496808,-84.46829249999999
436,Old Hickory Country Club,missing,36.247819,-86.646827
437,Eunice Country Club,missing,30.4964504,-92.4576266
438,AuSable Club,missing,44.1514355,-73.78010689999999
439,Kaneohe Klipper Golf Course,missing,21.4504082,-157.7518307
440,Chapel Ridge Golf Club,missing,35.7838853,-79.227578
441,Palo Duro Creek Golfing Club,missing,34.9933006,-101.9254231
442,Hollydale Golf Club,missing,45.0400818,-93.49653470000001
443,Mesquite Course at Borrego Springs Resort & Country Club,http://www.borregospringsresort.com,33.8087799,-116.516474
444,West East Course at Maple Leaf Golf Course,http://www.golfmapleleaf.com,43.7434976,-83.987411
445,Battleground at Deer Park,missing,29.6963553,-95.1361062
446,Tam OShanter Golf Course,missing,42.0195849,-87.7943442
447,Tatnuck Country Club,missing,42.2785928,-71.8630474
448,Crooked Creek Country Club,missing,40.52893650000001,-98.0563992
449,Quiet Times Golf Course,missing,42.84552499999999,-78.332013
450,Red White Course at Woods Golf Course,missing,38.9681293,-92.2370686
451,Missing Links Golf Course,missing,43.25307650000001,-87.9222339
452,Elm Lake Golf Course,missing,33.4854717,-88.5511775
453,West Course at Mohawk Golf Club,missing,42.80439000000001,-73.88736
454,Par T Golf Course,missing,33.1669427,-117.3406008
455,Alsatian Golf Club,missing,29.362764,-98.93552299999999
456,Sugar Bay Golf Course,missing,38.7759096,-84.8789804
457,Terrace Hill Golf Course,missing,28.0330496,-82.3701027
458,East Course at Maple Lane Golf Club,missing,42.538733,-83.00717829999999
459,Spring Valley Country Club,missing,34.106184,-80.91340369999999
460,Crossings Golf Club,http://www.crossingsgolf.com,35.97968669999999,-78.80782479999999
461,Groesbeck Golf Course,missing,42.7445485,-84.5286577
462,East Center Course at Ridgewood Country Club,missing,40.9476142,-74.0779104
463,Lakeside Golf & Country Club,missing,36.177599,-97.06535699999999
464,"Rich Harvest Links Course at Plantation at Rich Harvest Farms,The",missing,41.75366229999999,-88.4879224
465,Crestwood Country Club,missing,37.3850199,-94.7453788
466,Lakes of the North - Deer Run Golf Course,missing,44.914223,-84.8665826
467,Circle C Ranch Golf Club,missing,30.1853754,-97.9133839
468,Islands End Golf & Country Club,http://www.islandsendgolf.com,41.1201662,-72.3520862
469,Eighteen Course at Giant Oak Golf Club,missing,41.7897849,-83.57400319999999
470,French Camp Golf Course,http://www.frenchcamp.com,37.8617394,-121.2221045
471,New Horizons Golf Course,missing,33.8203793,-118.3411354
472,Scotts Bluff Country Club,missing,41.8965471,-103.6770441
473,Flatbush Golf Course,missing,39.7899915,-77.0809093
474,Little Course at Aspen Grove,missing,35.9524885,-86.84591569999999
475,Junction City Country Club,missing,39.0259191,-96.8551469
476,Pineknoll Country Club,missing,31.5603717,-83.8999711
477,Raintree Golf Resort,http://www.raintreegolf.com,25.996141,-80.29832809999999
478,Raccoon Hill Golf Club,missing,41.1915323,-81.3759259
479,North Kent Golf Course,missing,43.1649974,-85.5007774
480,Back Nine Course at Country View Golf Course,missing,41.8377179,-70.9520023
481,Twin Hickory Golf Club,missing,42.318542,-77.632789
482,Highlands Course at Atlanta Athletic Club,missing,34.003996,-84.1916543
483,Pines Marsh Course at Country Club of Jackson,missing,32.396867,-90.0987004
484,Edina Country Club,missing,44.9108284,-93.3404597
485,Windridge Country Club,missing,37.728033,-87.03204699999999
486,Kings Creek Country Club,missing,38.7090565,-75.1192909
487,Avalon Golf Club,missing,39.1184843,-74.7926526
488,West 18 Course at Laurel Greens Public Golfers Club,missing,40.9097607,-90.22422189999999
489,Cherry Lane Golf Club,missing,43.6264821,-116.44592
490,Cape May National Golf Club,http://www.cmngc.com,38.9869798,-74.8976874
491,Chula Vista Golf Course,missing,32.6624868,-117.0326988
492,Club at Grandezza,missing,26.4435185,-81.7673732
493,Beacon Rock Public Golf,missing,45.6402042,-121.9848277
494,Creek Side Golf & Country Club,missing,44.8649174,-123.0427615
495,Valley City Town & Country Club,missing,39.7069913,-90.65262700000001
496,Newport Beach Golf Course,missing,33.6593071,-117.8810882
497,Glacier Club,missing,37.5002605,-107.8078269
498,Lone Pines Golf Course,missing,26.7686808,-80.1094102
499,Eastland Fairways,missing,,
500,Potters Park Golf Course,missing,39.3956727,-84.5872076
501,Cacapon Resort State Park,missing,39.5094658,-78.30525039999999
502,Grants Pass Golf Club,missing,42.3936222,-123.3400847
503,First Nine Third Nine Course at Cloverleaf Golf Club,missing,40.3919894,-79.587741
504,Plantation Resort Golf Club,http://www.plantationgolf.net,33.1175273,-96.7814317
505,Whitefish Lake Golf Club,missing,48.4115262,-114.3579824
506,Cascades Golf Club,missing,32.321315,-95.352644
507,Colfax Country Club,missing,41.664493,-93.254075
508,Lakes Course at Indian Creek Golf Course,http://www.indiancreekgolfclub.com,32.9988384,-96.93223259999999
509,Cedar View Golf Course,missing,44.954838,-74.7595156
510,Robert Trent Jones Course at Palmetto Dunes Golf Course,http://www.palmettodunes.com,32.170807,-80.718357
511,Tradition Golf Club At Royal New Kent,http://www.traditionalclubs.com,37.47351520000001,-77.01665129999999
512,Valley Green Golf & Country Club,missing,40.157561,-76.782417
513,Manchester Country Club,missing,42.9458188,-71.4774063
514,Lakeside Course at Golf Club of Georgia,http://www.golfclubofgeorgia.com,34.0871441,-84.21949219999999
515,Oak Hills Park Golf Course,http://www.oakhillsgc.com,41.117136,-73.44478099999999
516,Grand Oak Golf Club,missing,39.3034595,-84.828778
517,Twin Brook Golf Club,missing,42.5666653,-84.7955864
518,Northlinks Southlinks Course at Overland Park Golf Club,missing,44.1950961,-94.1002374
519,Adobe Creek Golf Course,http://www.adobecreek.com,39.1335826,-108.7081246
520,Lakes Meadows Course at Centennial Golf Club,http://www.centennialgolf.com,41.4302774,-73.6546853
521,Lakes Oaks Course at Hacienda Hills Golf & Country Club,missing,28.9453617,-81.9631053
522,North Course at Fountain Country Club,missing,26.609623,-80.15334399999999
523,Ridge Club,missing,28.4727708,-81.43809949999999
524,Faldo Golf Institute by Marriot,http://www.gofaldo.com,28.3954772,-81.453605
525,Blue Red Course at Pebble Creek Golf Club,http://www.pebblecreekgolf.com,45.405168,-93.868287
526,Glenview National 9,missing,42.0925514,-87.8283548
527,Spanish Trail Golf Club,missing,30.0820004,-91.8993034
528,East Course at Pearl Golf Links,http://www.thepearlgolf.com,33.8939168,-78.5382674
529,Garden City Golf Club,missing,40.7257195,-73.6432363
530,Brookings Country Club,http://www.brookingscc.com,44.2109738,-96.8373891
531,American Falls Golf Course,missing,42.7842133,-112.8579572
532,West Course at Green Meadows Golf Club,missing,41.769985,-87.97959999999999
533,Rancho Casa Blanca Country Club,missing,33.7320102,-116.1969624
534,Speed Employees Country Club,missing,38.4115444,-85.74819219999999
535,Winding Brook Country Club,missing,42.3993915,-73.6625361
536,West Nine Hole Course at Hidden Valley Country Club,missing,40.535484,-111.831014
537,Dutch Elm Golf Club,missing,43.462352,-70.5425217
538,Jack OLantern Golf Resort,http://www.jackolanternresort.com,43.95600049999999,-71.6796574
539,West Course at Belleair Country Club,http://www.belleaircc.com,27.9424102,-82.8084726
540,Heritage Ranch Golf & Country Club,http://www.heritageranchgolf.com,33.1383918,-96.59382219999999
541,Tuckaway Farms,missing,33.8135914,-83.8978649
542,Lakes Oaks Course at Blacklake Golf Course,http://www.blacklake.com,35.0507856,-120.5451343
543,Wyantenuck Country Club,missing,42.1700039,-73.3798529
544,Marcus Pointe Golf Club,missing,30.4765639,-87.27770799999999
545,Enosburg Falls Country Club,missing,44.9125952,-72.8017204
546,East Course at Boca Lago Golf Course,missing,26.3574309,-80.1833217
547,University of Montana Golf Course,missing,46.8600672,-113.9852081
548,Spring Valley Lake Country Club,http://www.spring-valley-lake.com,34.4914811,-117.2665179
549,Indian Ridge Golf Club,missing,39.45962919999999,-84.6883048
550,Highland Park Golf Course,missing,33.5088188,-86.775857
551,Kenduskeag Valley Golf Club,missing,44.8639885,-68.68542780000001
552,Twin Run Golf Course,missing,39.453442,-84.59536899999999
553,Watonga Golf Club,missing,35.8562223,-98.4234774
554,Triggs Memorial Golf Course,missing,41.8339934,-71.4594059
555,Newport Country Club,missing,41.46219,-71.346942
556,Kings Country Club,missing,36.4245429,-119.6738181
557,Shell Point Golf Club,http://www.shellpoint.org/golf,26.50183,-81.9862729
558,Palms Course at Palm-Aire Country Club,http://www.palmairegolf.com,26.2237323,-80.1576491
559,The Moor Course at Boyne Highlands Resort & Country Club,http://www.boynehighlands.com/summer/golf.html,45.4857612,-84.9217324
560,Valley Course at Oxmoor Valley Golf Course,http://www.rtjgolf.com,33.419823,-86.87897889999999
561,Sinton Municipal Golf Course,missing,28.0720953,-97.5296949
562,Blue Red Course at Buck Hill Falls Golf Club,http://www.buckhillgolfclub.com,41.1897075,-75.27415570000001
563,Hermann Park Golf Course,missing,29.7144796,-95.3822313
564,Brookfield Country Club,missing,34.0769344,-84.4021078
565,Canasawacta Country Club,missing,42.5646879,-75.5396779
566,Blue Red Course at Northmoor Country Club,http://www.northmoor.org,42.1663135,-87.7926731
567,Winding Hills Golf Club,missing,41.5267608,-74.2746107
568,Willows Pines Course at Carolina Springs Family Golf Center,missing,34.7346096,-82.18737759999999
569,Lakewood Golf,missing,34.7510585,-96.632038
570,Calvert Crossing Golf Club,http://www.audubontrail.com/courses/index.asp?id=8,32.545397,-92.295671
571,Lake Monticello Golf Course,missing,37.900814,-78.324516
572,Brasstown Valley Resort,missing,34.9527417,-83.8378493
573,Park Hills Country Club,missing,37.6310429,-98.72842709999999
574,North East Course at Pine Oaks Golf Course,missing,29.211733,-82.16231289999999
575,Van Schaick Island Country Club,missing,42.7654399,-73.6892664
576,New Eighteen Course at Genesee Valley Golf Club,missing,42.668566,-77.9532297
577,Lee Park Golf Course,missing,45.4779808,-98.50041379999999
578,Bellport Country Club,missing,40.750246,-72.9504858
579,Pasadena Municipal Golf Course,missing,29.6226019,-95.1778722
580,Big Sugar Golf Club,http://www.bigsugargolfclub.com,36.4209451,-94.10566969999999
581,Long Hollow Golf Course,missing,36.3889459,-86.4845335
582,Maderas Golf Club,http://www.maderasgolf.com,33.03566610000001,-117.024131
583,Holiday Hills Country Club,missing,32.8131851,-98.0638241
584,Woodlake Country Club,missing,40.089458,-74.175052
585,Willowisp Country Club,missing,29.609529,-95.5131815
586,Rivercut Golf Course,missing,37.102515,-93.336753
587,Utica Golf Club,missing,43.976446,-88.6618249
588,Colina Park Golf Course,missing,32.7511786,-117.0833519
589,Elmbrook Golf Course,http://www.elmbrookgolf.com,44.7112068,-85.56874529999999
590,Bungay Brook Golf Club,http://www.bungaybrook.com,42.0285602,-71.4580679
591,Bixby Village Golf Course,missing,33.7694454,-118.1144777
592,Mountain High Golf Course,missing,44.003443,-121.315809
593,Stillwater Golf Course,missing,36.177599,-97.06535699999999
594,Oakwood Club,missing,39.7090617,-84.17058519999999
595,Willow Lakes Golf Course,missing,41.127389,-95.946439
596,Waterfront Country Club,missing,37.1023834,-79.6604608
597,MeadowWood Golf Course,http://www.meadowwoodgolf.com,47.6603913,-117.075447
598,The Eighteen Hole Course at Baker National Golf Course,http://www.bakernational.com,45.0312377,-93.60703029999999
599,Conroe Country Club,missing,30.3182977,-95.5007904
600,Castle Rock Golf & Recreation,missing,43.83262089999999,-90.0807135
601,Palms Course at Pompano Beach Golf Course,missing,26.226422,-80.15850089999999
602,Edgewood Park Golf Club,missing,41.1512691,-89.21207419999999
603,Crystal Tree Golf & Country Club,missing,41.614769,-87.879424
604,Silver Spring Golf Course,missing,41.78407,-71.364029
605,National Course at Fox Hills Resort,http://www.foxhillsresort.com,44.2326714,-87.65153459999999
606,Eighteen Hole Executive Course at Outdoor Resort & Country Club,missing,33.8151411,-116.4500392
607,Westin Salishan Golf Links,http://www.salishan.com,44.888481,-124.0229768
608,StoneWater Golf Club,http://www.stonewatergolf.com,41.5629695,-81.4712203
609,Downing Municipal Golf Course,missing,42.1665968,-79.96310749999999
610,Arcade Creek Course at Haggin Oaks Golf Course,missing,38.6196908,-121.4677423
611,Championship Course at Viewpoint Golf Resort,missing,33.4269931,-111.6508009
612,Pineway Golf Club,missing,44.493766,-122.8443409
613,Pomme de Terre Golf Club,missing,45.5472679,-95.8596797
614,White Course at Willow Creek Golf Course,http://www.willowgolf.com,41.5261174,-93.70389379999999
615,South Course at Daytona Beach Golf & Country Club,missing,29.1869451,-81.0161109
616,Legends Course at Chateau Elan Golf Club & Resort,http://www.chateauelan.com,34.0963106,-83.8353935
617,Bloody Point Golf Course,missing,32.0877288,-80.8718686
